gene,UMAP1,UMAP2,cluster
EIF4ENIF1,13.599792,5.127412,1697
EIF4G1,0.70135826,3.8096962,95
EIF4G2,-2.6166275,6.2455945,1161
EIF4G3,3.1609716,-1.982977,1698
EIF4H,-4.2662444,5.507173,1699
EIF5,8.600064,9.015254,520
EIF5A2,3.4209344,-5.597365,1700
EIF5B,10.385263,-5.419851,1276
EIPR1,15.316123,1.6532924,1701
ELAC1,5.871341,5.6191063,938
ELAC2,13.569081,9.424166,1695
ELANE,1.9765451,3.58794,523
ELAPOR1,2.3079283,-2.6917055,1280
ELAPOR2,5.4276013,-1.4059724,1702
ELAVL1,3.5830114,14.782695,976
ELAVL2,-3.5830095,4.2718472,1218
ELAVL3,8.060172,-6.3531833,692
ELAVL4,6.1192617,3.1481917,405
ELF1,11.0454235,12.387384,546
ELF2,15.8928,8.58092,841
ELF3,-0.902576,15.301963,1310
ELF4,-4.1996098,5.3165755,1058
ELF5,-4.2159123,9.250633,493
ELFN1,6.2823744,1.5151173,368
ELFN2,-5.757246,0.03172865,1703
ELK3,-6.5276737,-1.1569957,934
ELL,6.650177,7.9082074,1704
ELL2,-4.2115273,2.4032476,623
ELL3,5.161662,12.813801,1705
ELMO1,16.001308,4.7132654,85
ELMO2,10.205568,0.36483395,582
ELMO3,0.17409606,13.135303,206
ELMOD1,2.4775434,-1.1639241,526
ELMOD3,0.38257283,5.549051,511
ELN,9.585736,4.4362316,1655
ELOA,3.085779,-0.41993836,1706
ELOB,-4.903048,4.11991,1669
ELOF1,6.0476184,2.398924,1707
ELOVL1,-7.074639,0.56277686,160
ELOVL2,2.5770702,-1.1289854,526
ELOVL3,-1.0971727,5.794832,336
ELOVL4,6.3096795,-2.7006016,402
ELOVL5,3.6844707,-2.7587764,515
ELOVL6,3.2676702,6.1074166,211
ELOVL7,-1.5849956,10.702286,804
ELP1,7.5058393,2.4974506,1262
ELP2,15.689859,-1.4624256,834
ELP3,13.895205,1.3132218,1121
ELP4,9.41883,-1.9216335,300
ELP5,7.467322,-0.7752371,391
ELP6,6.878923,10.876335,808
EMB,10.378791,8.108133,139
EMC1,-5.069412,8.047333,729
EMC10,1.7013335,1.887364,1708
EMC2,5.318356,-1.4997919,1631
EMC3,-5.924454,0.90219206,631
EMC4,-2.7334878,-3.314991,1586
EMC6,-2.516223,4.0348873,99
EMC7,-5.923318,0.9032852,631
EMC8,3.2438495,6.13502,211
EMC9,6.981043,1.04276,1709
EMCN,6.4812903,-1.4910983,1183
EMD,7.558972,-2.508556,1364
EME1,7.74884,1.3350269,217
EME2,9.414205,1.7305505,213
EMID1,7.4670644,-0.06336056,1710
EMILIN1,10.602788,-1.0452467,1267
EMILIN2,8.054835,-0.8340632,1711
EMILIN3,4.439249,-1.2816231,1712
EML1,2.8692644,-3.0017207,957
EML2,0.122213796,4.8829618,1713
EML3,9.263591,7.094374,346
EML4,5.623508,7.070199,1714
EML5,13.310986,3.6339967,210
EML6,14.26538,8.2119255,454
EMP1,-7.6319404,1.7220927,1417
EMP2,4.2539597,6.2519245,1715
EMP3,1.3519868,-2.5999973,1716
EMSY,7.7646484,-3.202212,1258
EMX1,3.8663812,12.282763,1509
EMX2,6.7278314,-6.0137095,1337
EN1,-1.3353063,-4.761072,760
EN2,2.2332723,-0.19920748,343
ENC1,-7.2165866,3.345312,169
ENDOD1,-2.3617322,7.2254353,1188
ENDOG,4.8002467,7.4510827,598
ENDOV,1.653828,8.845419,821
ENG,6.181251,-7.234165,585
ENGASE,1.2395705,7.9822097,900
ENKD1,9.26081,7.0927386,346
ENO1,8.530084,0.34147543,1717
ENO2,3.4291918,-1.2331918,1234
ENO3,11.342056,5.0067325,668
ENOSF1,6.190021,13.529251,83
ENOX1,-0.45499587,-7.8544827,583
ENPEP,1.177903,8.741301,1718
ENPP1,-2.2824013,-6.663343,1719
ENPP2,7.278628,-1.1127756,1720
ENPP3,8.953856,8.228243,37
ENPP4,1.3218672,3.6752882,1019
ENPP5,-1.6239806,10.031837,372
ENPP7,4.252028,8.425812,576
ENSA,15.42322,1.0860438,830
ENTPD1,16.926003,4.715647,732
ENTPD2,1.045505,16.581287,604
ENTPD3,5.139011,15.415916,1721
ENTPD4,9.332323,3.8105254,1722
ENTPD6,4.1536417,11.425224,1723
ENTPD7,-3.3868287,-3.6128504,910
ENTPD8,0.75918543,14.677572,57
ENTR1,9.401351,-2.4183948,1724
ENTREP1,-0.023110783,10.994148,1725
ENTREP2,-0.24715549,-0.925146,221
ENTREP3,8.060454,-1.881327,1401
ENY2,6.8876433,-4.631098,1643
EOGT,3.684637,-2.757769,515
EOMES,-0.5849461,4.3521895,1726
EP300,10.618533,2.3574557,529
EP400,12.262594,2.1292899,6
EPAS1,-4.836132,4.02832,1727
EPB41,11.3893175,6.3523726,484
EPB41L1,-3.6763659,10.85094,609
EPB41L2,2.7581208,-5.7299185,1343
EPB41L3,10.387538,1.1390525,229
EPB41L4A,-1.6236323,10.044082,372
EPB41L4B,1.0408754,16.577446,604
EPB41L5,4.280044,13.499587,262
EPB42,1.8955816,6.57127,125
EPC1,13.093464,4.5378923,1728
EPC2,9.741784,2.9416664,1444
EPCAM,-2.042284,15.035833,1729
EPDR1,2.4431226,-4.462325,1630
EPG5,9.491024,-5.8183455,1730
EPGN,-5.094254,11.876414,112
EPHA1,-1.1598779,13.264482,146
EPHA10,0.83934927,12.714463,980
EPHA2,-6.2476273,0.45318043,1731
EPHA3,5.170073,-5.112382,21
EPHA4,-6.6053896,3.987113,1732
EPHA5,1.5392387,-7.340322,358
EPHA6,-6.3831635,-0.10875007,879
EPHA7,3.941859,6.5309105,240
EPHB1,4.686696,-1.8975348,1733
EPHB2,-2.423248,2.9468923,1734
EPHB3,-0.14869495,11.018173,611
EPHB4,2.706817,2.6578443,1735
EPHB6,3.0566673,14.130668,1246
EPHX1,-1.6625628,-5.555582,855
EPHX2,-2.1942174,11.280472,1645
EPHX3,0.42380822,8.978127,1474
EPHX4,-3.5118425,-0.3648942,936
EPM2A,0.5117275,-3.3122857,1122
EPM2AIP1,8.434176,2.032061,559
EPN1,0.37405446,5.5632997,511
EPN2,-1.0621074,-0.66784436,1736
EPN3,1.0390433,16.574654,604
EPOP,12.006968,8.175574,1157
EPOR,9.355803,7.497757,1165
EPS15L1,7.2084956,3.9810584,0
EPS8,-3.8397095,-3.5386775,1737
EPS8L1,0.7145871,14.630571,57
EPS8L2,-0.37218374,10.140125,1738
EPS8L3,5.505596,5.669586,1739
EPSTI1,-3.7760098,7.0704894,138
ERAL1,13.021158,0.60471696,91
ERAP1,0.08450418,4.3162646,646
ERAP2,0.08814704,4.3128066,646
ERBB2,-2.6594477,13.523485,1476
ERBB3,2.2078164,13.704631,1740
ERBB4,4.775986,-7.4289374,1741
ERBIN,3.7152731,-2.795522,515
ERC1,11.560245,-0.9673197,669
ERC2,7.4676642,-1.6540467,224
ERCC1,9.557251,-5.0202837,756
ERCC2,9.358049,7.4907823,1165
ERCC3,3.683247,4.683187,282
ERCC4,5.5667715,-2.7763205,1036
ERCC6,-3.4142272,2.2154086,1742
ERCC6L,10.559282,-1.8107585,1252
ERCC6L2,11.554658,-0.9614996,669
EREG,-0.30597398,6.833487,1743
ERF,4.936359,-0.39001593,340
ERG,0.48769042,5.7227187,331
ERG28,3.8280337,5.813229,1572
ERGIC1,-2.6566262,-0.488188,11
ERGIC2,-3.5147102,-0.37157527,936
ERI1,6.7374096,8.565043,54
ERI2,6.003286,-0.29776946,1272
ERICH1,14.919027,2.3755138,1418
ERICH5,6.168049,7.758766,1228
ERICH6,-1.2918371,7.7551455,1134
ERLEC1,-5.9188166,0.90115255,631
ERLIN1,0.5843664,-1.5178665,347
ERLIN2,12.068318,-5.943036,82
ERMAP,3.9471455,9.243855,1199
ERMN,12.656714,4.8453155,1516
ERMP1,-0.2617448,12.599179,499
ERN1,12.567889,2.5904884,254
ERN2,0.14366981,9.8205,501
ERO1A,-5.6415253,10.520826,250
ERO1B,10.553479,-3.6272619,328
ERP27,-4.300907,11.470507,188
ERP44,-4.2377377,4.1146073,382
ERRFI1,1.060762,-1.4376509,1202
ESAM,4.296829,12.87677,1288
ESCO2,13.148601,5.7693334,727
ESD,9.915291,-0.5893899,361
ESF1,12.054604,11.310923,1459
ESM1,-3.1858103,-1.1534323,1593
ESPL1,13.707519,-2.4648402,1097
ESPN,-1.4047276,14.141057,373
ESR1,0.9263367,1.391951,1744
ESRP1,-1.4207499,14.154284,373
ESRP2,-2.0422778,15.036126,1729
ESRRA,0.16975322,13.137092,206
ESRRG,8.581013,-4.8219204,1745
ESS2,11.432984,1.5108021,1746
ESYT1,1.1091207,-2.6522088,164
ESYT2,-1.3472794,5.0323625,294
ESYT3,0.33119252,14.736492,991
ETAA1,11.410939,3.204931,415
ETFA,7.30714,3.7380111,1747
ETFB,0.8602033,4.0954275,494
ETFDH,13.384331,2.1030056,425
ETHE1,-0.8004109,3.4199667,1204
ETNK2,1.0722392,-4.75675,1748
ETS1,7.0304427,-3.653037,142
ETS2,-2.9970405,7.5440483,461
ETV1,-8.341008,1.2209641,1749
ETV3,13.586014,6.7501884,536
ETV4,4.3870206,1.0717069,175
ETV5,-8.343623,1.2191714,1749
ETV6,1.9573265,2.0520353,1750
ETV7,-4.1998243,5.3216414,1058
EVA1A,-5.051866,-4.698876,774
EVA1B,9.329969,-6.862816,1751
EVA1C,-3.6083694,5.3223915,470
EVC,-1.9949229,-2.6139328,71
EVC2,5.1612616,-5.1182737,21
EVI2A,5.8923926,-5.569974,1752
EVI2B,5.900615,-5.5783076,1752
EVI5,3.4225838,-5.5953155,1700
EVI5L,3.4378216,-5.7742515,312
EVL,5.1632905,2.4993668,1044
EVPL,-2.0423477,15.036271,1729
EXD2,5.467625,-3.9230134,1753
EXD3,-2.5618632,6.7294025,1754
EXO1,13.157299,5.741885,727
EXO5,9.091272,1.0862396,1633
EXOC1,14.260724,4.1202817,1755
EXOC2,1.5827137,-2.511462,209
EXOC3,3.8089576,11.6690645,899
EXOC3L1,0.99864894,3.1758,1172
EXOC3L4,-3.9789746,7.7048492,1756
EXOC4,9.530617,4.569305,1295
EXOC5,5.575433,-2.7565958,1036
EXOC6,15.316624,1.6543578,1701
EXOC6B,1.0163157,5.2726965,1506
EXOC7,-2.0415509,0.7975205,1757
EXOC8,4.3275967,2.868036,272
EXOG,6.883552,10.85843,808
EXOSC1,8.655329,2.4644265,1758
EXOSC10,9.66028,5.444893,284
EXOSC2,13.114847,2.7729037,251
EXOSC3,13.119116,2.7690885,251
EXOSC4,8.283723,5.918715,690
EXOSC5,0.82811475,0.8564108,1416
EXOSC7,5.511588,1.4640917,619
EXOSC8,15.318496,7.274966,1759
EXOSC9,15.761082,2.9978478,992
EXPH5,0.4882447,14.687907,26
EXT1,-5.4935355,-0.46240515,158
EXT2,-5.519321,-0.4554278,158
EXTL1,6.153739,-1.1083058,471
EXTL2,9.554938,-5.0162244,756
EXTL3,2.4132857,-1.2172716,1760
EYA1,6.4806156,-1.4893347,1183
EYA2,-5.12119,9.533507,750
EYA3,10.696587,3.7158105,1761
EYA4,7.1686425,-0.18312757,431
EZH1,11.494711,7.1966634,19
EZH2,7.2869005,4.385362,338
EZR,-0.5812065,10.447458,1180
F10,4.137947,4.518195,1219
F11R,0.7372924,14.631254,57
F12,-2.1283953,4.938273,1539
F13A1,10.620045,8.11114,1762
F2,4.923545,8.9570055,319
F2R,1.8524857,-8.167033,337
F2RL1,-5.640804,10.520366,250
F2RL2,-2.8414295,-1.756776,1513
F2RL3,5.046668,12.240843,1166
F3,-6.5607677,2.146354,333
F5,8.366355,11.58877,113
F7,0.18343987,7.1216593,1023
F8,-2.6484046,-0.47111577,11
FA2H,0.69188887,14.643859,57
FAAH,0.17554298,13.135871,206
FAAH2,0.9007041,12.642719,980
FAAP100,16.72315,7.872735,290
FAAP20,7.913252,1.6732817,1105
FAAP24,10.380684,6.945475,1195
FABP1,1.7032641,-0.6073583,1213
FABP3,-0.37975863,5.1950383,1315
FABP4,-2.4818387,1.2980876,1763
FABP6,7.2001314,7.153249,925
FABP7,4.4184914,4.4327083,2
FADD,-4.2268186,-4.4750714,27
FADS1,6.6121054,-7.645604,1764
FADS2,10.034022,-1.5236087,949
FADS3,-3.888508,-0.92705286,1266
FADS6,3.2291012,11.355672,1520
FAF1,7.2465763,-2.8867867,1206
FAF2,3.2926595,-2.657215,52
FAH,4.451556,-8.073572,1765
FAHD1,-1.4809859,-2.1436877,480
FAHD2A,3.166325,0.096869364,456
FAIM,3.2958162,7.4972157,1766
FAIM2,9.5850935,4.43689,1655
FAM107A,6.724749,-6.0136147,1337
FAM107B,6.930553,7.6027756,581
FAM110A,-4.3012447,11.465303,188
FAM110B,5.199716,-5.0942063,21
FAM110C,-0.9028265,15.302216,1310
FAM110D,0.12406798,3.1053984,406
FAM111A,-0.642024,7.6159124,1688
FAM111B,3.104046,8.197475,144
FAM114A1,-1.8936247,-7.8473153,1484
FAM117A,11.642226,1.3241705,1125
FAM117B,9.607959,13.9429865,1363
FAM118A,8.372739,7.213229,985
FAM118B,9.82209,3.0032382,386
FAM120A,-1.2110475,7.30779,1767
FAM124A,8.064808,-1.880978,1401
FAM131A,2.826973,-2.9147472,568
FAM131B,-0.7054161,-1.3894145,1217
FAM131C,-7.177987,4.4913154,797
FAM133A,5.0030303,-1.7202014,147
FAM133B,2.0370088,-0.682412,1768
FAM135A,12.8621025,6.926873,1329
FAM135B,6.1141376,3.1514041,405
FAM136A,15.475345,-2.6550543,1590
FAM13A,-0.25701267,0.8499918,1769
FAM13B,1.0774671,0.010064518,1542
FAM13C,1.5435073,-7.342546,358
FAM149A,10.435035,2.7228923,1770
FAM161A,8.567636,14.696651,1771
FAM161B,5.446872,-4.0896206,1532
FAM162A,5.466448,3.3645878,22
FAM162B,7.215872,2.81759,621
FAM163A,7.556746,-0.046913683,730
FAM163B,6.2233944,5.9476213,1648
FAM167A,6.672209,11.939817,1772
FAM167B,-3.0020502,0.3427872,38
FAM168A,6.162275,-4.488826,1773
FAM169A,7.186093,8.303423,942
FAM171A1,-0.6039045,-6.0307937,1619
FAM171A2,7.695351,-5.771461,459
FAM171B,0.04801346,-3.828477,1281
FAM174A,-7.747662,3.5403674,791
FAM174B,7.6751804,9.235705,196
FAM174C,2.2122242,8.40189,1131
FAM177A1,-4.835277,5.9704933,1201
FAM177B,4.2445483,8.444709,576
FAM178B,7.689301,9.2357855,196
FAM180A,-4.3675365,0.38876146,351
FAM181A,5.9384427,7.645439,25
FAM184A,-3.3151212,4.7925415,687
FAM185A,5.1889434,2.084962,1607
FAM186A,9.041265,2.455155,1774
FAM186B,11.668953,5.6347885,1323
FAM193A,16.74622,7.85337,290
FAM193B,7.107471,8.421806,1775
FAM199X,-2.227846,6.298161,443
FAM200B,-2.4273477,-6.3030806,1776
FAM200C,-2.722691,-3.264625,1586
FAM204A,8.655999,2.4690068,1758
FAM20A,4.4097385,10.067387,1423
FAM20B,1.31844,-4.0390244,1777
FAM20C,-3.2626266,-8.298964,1356
FAM210A,-2.5225008,4.752123,1687
FAM210B,3.066181,0.58605564,807
FAM216A,15.762266,2.9982715,992
FAM217B,8.68801,-3.58559,894
FAM219A,0.031975485,0.5706844,902
FAM220A,7.5687995,-2.4960787,1364
FAM221A,5.0121093,15.459976,111
FAM222A,5.639959,5.142021,1290
FAM222B,-1.9165711,-0.55983824,891
FAM227B,5.873529,5.6214776,938
FAM228A,2.52102,8.202149,1229
FAM229A,9.669107,10.896057,259
FAM229B,0.25348344,2.4357026,1535
FAM234A,-1.7010449,3.8249516,1778
FAM234B,5.118134,9.628005,222
FAM241A,9.906163,6.272925,1181
FAM241B,1.7887719,9.602677,1475
FAM24B,3.6314874,7.540014,726
FAM32A,1.0793892,0.009658383,1542
FAM3A,7.4624968,-3.6133027,998
FAM3B,7.4729495,8.324169,247
FAM3C,-8.350762,2.2439277,1552
FAM3D,3.0507872,14.130713,1246
FAM43A,13.270586,10.223266,432
FAM47E,1.2127917,7.0038567,1779
FAM50A,-1.4537596,-0.52606016,1780
FAM50B,-6.4914756,4.3647223,30
FAM53A,8.509052,-0.19534227,1781
FAM53B,9.95368,2.1037686,1226
FAM76B,13.231968,7.1532116,465
FAM78A,16.661005,3.4958396,288
FAM78B,8.029948,-8.066088,685
FAM81A,4.2358675,2.2508273,97
FAM83A,-2.5964994,14.389531,1782
FAM83B,-1.9819986,9.429587,1216
FAM83C,-4.8329635,1.052894,1783
FAM83D,1.9955425,3.6499689,523
FAM83E,0.17162143,13.135006,206
FAM83F,-0.70487416,14.345291,652
FAM83G,0.46224746,9.026911,1474
FAM83H,0.7509191,14.628386,57
FAM89A,8.066003,12.075334,1010
FAM89B,-1.2318721,1.5308189,874
FAM8A1,5.688517,-0.79001516,1784
FAM91A1,12.2416525,8.681177,1404
FAM98A,6.0449347,8.681644,1604
FAM98B,13.143645,-0.6157867,650
FAM98C,9.387467,1.7074574,213
FAM9A,-4.511805,6.6299543,297
FAM9C,8.37911,-3.8684523,1531
FAN1,14.741133,0.059434373,1299
FANCA,9.570719,9.065396,424
FANCB,9.627069,5.3835835,298
FANCC,7.7521105,-3.9504385,1626
FANCD2,15.6807995,8.34311,1660
FANCE,7.3928747,13.502802,1209
FANCF,4.008959,-3.1799972,555
FANCG,7.382105,13.507303,1209
FANCI,13.163988,5.742793,727
FANCL,6.663384,10.634466,779
FANCM,8.000867,6.6309466,116
FANK1,-5.06424,5.6358695,45
FAP,-0.48132217,-7.363493,1118
FAR1,3.2667248,6.108668,211
FAR2,8.045124,-0.8330455,1711
FARP1,3.6605651,-3.8236833,823
FARP2,13.241311,-4.106538,1785
FARS2,6.7309217,8.524898,54
FARSA,11.117089,3.7276082,718
FAS,0.07733001,4.328806,646
FASN,7.742864,14.0485935,1361
FASTK,-1.6626306,2.0884385,435
FASTKD1,8.202729,5.265307,844
FASTKD5,12.058508,11.308788,1459
FAT1,-5.846537,3.523528,87
FAT2,3.0404232,10.086333,1612
FAT4,0.6885014,-5.9185743,12
FAXC,-1.1404035,-2.7870731,1786
FAXDC2,3.0900142,0.6087691,807
FBF1,1.230997,7.9800634,900
FBL,15.467181,6.12103,1210
FBLIM1,-2.421646,2.950242,1734
FBLN1,-2.1541636,-2.0309703,1787
FBLN2,-6.984416,-1.2719176,239
FBLN5,-5.4153056,1.666075,1340
FBLN7,0.70023644,-5.9617276,12
FBN1,3.8552148,-5.449821,849
FBN2,-1.3095728,-0.08662659,1392
FBN3,5.7994823,4.2139206,192
FBP1,0.1467059,9.8187685,501
FBP2,2.7071836,5.111009,474
FBRSL1,9.1899805,3.8474226,1263
FBXL12,2.9088995,1.4747647,946
FBXL13,9.165027,-4.3760915,648
FBXL14,7.5659456,4.384077,817
FBXL15,12.43179,11.144154,450
FBXL16,6.9887238,1.0414498,1709
FBXL17,-4.7613826,-1.8001031,1402
FBXL18,3.9382598,2.9889681,1788
FBXL19,16.46883,0.35888657,1014
FBXL2,-5.4542923,-2.4288907,1789
FBXL4,-0.3726279,4.222943,1790
FBXL5,-2.4263396,-6.305986,1776
FBXL6,6.1059694,5.8786225,215
FBXL7,3.603015,6.0836554,1548
FBXL8,2.1927905,1.894957,447
FBXO10,15.690861,-1.4635395,834
FBXO11,10.721921,5.472755,348
FBXO16,6.721242,2.918486,531
FBXO17,0.32553738,-1.1153761,1657
FBXO2,3.7601173,9.737975,1791
FBXO21,0.18951318,7.113372,1023
FBXO22,11.141968,0.878844,1248
FBXO25,9.752719,9.648225,66
FBXO27,-6.2396817,7.576762,963
FBXO28,4.2221737,3.3165867,1792
FBXO3,-1.7910478,-3.8131828,603
FBXO32,-1.0061061,-1.9893203,858
FBXO33,11.870715,4.574139,448
FBXO36,-1.7887583,-3.8000658,603
FBXO4,3.9223385,1.4988178,1493
FBXO41,9.334488,6.142782,591
FBXO42,7.2471933,-2.8821783,1206
FBXO43,14.79609,-3.1549146,1793
FBXO44,2.3106887,9.562937,878
FBXO45,10.088569,10.542489,1794
FBXO46,13.76374,6.0499883,1136
FBXO47,-0.13024484,3.61425,1795
FBXO5,12.208551,3.8740368,1004
FBXO6,-4.170607,3.5944524,1796
FBXO7,8.388173,11.020384,509
FBXO8,-1.7647846,4.1523046,1797
FBXO9,6.359526,11.781365,1798
FBXW11,4.104654,-4.677822,1360
FBXW12,12.584277,7.758283,1799
FBXW4,9.513582,14.680093,819
FBXW5,-2.5163722,4.037559,99
FBXW7,12.505996,5.3100643,292
FBXW9,2.1874943,6.2578654,491
FCER1A,13.762467,2.2354136,321
FCER1G,8.045849,-0.8325209,1711
FCER2,10.378954,8.104808,139
FCF1,10.196283,5.492071,1328
FCGR2A,11.798255,-0.32023618,1800
FCGR2B,6.6081724,9.77281,1801
FCGRT,4.7708,6.7034097,308
FCHO1,9.352266,6.124328,591
FCHO2,-7.2795587,5.6409855,540
FCHSD1,2.862682,6.6220107,575
FCHSD2,10.45665,-2.6139126,1408
FCMR,-5.746882,4.68222,835
FCRL1,4.8261037,-0.5862753,1167
FCRL2,4.809515,-0.5973644,1167
FCRL4,4.813549,-0.5904063,1167
FCRL5,11.963048,7.653817,1614
FCRL6,0.9219046,1.400459,1744
FCRLA,6.175317,-5.3124056,1191
FCRLB,-5.7451143,4.685045,835
FCSK,9.395703,1.6883912,213
FDCSP,-0.093973346,8.457343,1802
FDFT1,12.705741,10.502055,1803
FDPS,12.705722,10.502236,1803
FDX1,3.8665931,7.443902,1001
FDX2,6.2028093,-4.4505033,1773
FDXR,-0.24379122,10.259014,545
FECH,11.708971,1.6430435,1804
FEM1A,14.988945,4.17246,18
FEM1B,1.8763697,1.1934838,256
FEM1C,-4.7613206,-1.7998242,1402
FEN1,7.5139675,3.2359786,865
FER,4.063662,-5.7547517,824
FERMT1,-2.5919106,12.26446,1510
FERMT2,0.28635013,-5.2416325,1287
FERMT3,6.749714,7.7910104,967
FERRY3,5.5711746,-2.7722137,1036
FES,8.853556,8.182403,1139
FEV,11.729055,-5.219162,291
FEZ1,5.523066,-4.773994,1347
FEZ2,-5.4560995,-2.4303246,1789
FEZF1,0.8625931,4.0971065,494
FFAR2,3.2807636,12.954164,133
FFAR4,2.1323216,16.028126,307
FGA,5.271869,8.375567,1805
FGB,5.274175,8.375193,1805
FGD1,2.5082657,-1.1150056,526
FGD2,11.00832,12.41231,546
FGD3,10.991514,12.431059,546
FGD4,5.1468234,8.27911,548
FGD5,13.348194,3.588375,210
FGD6,-3.002524,12.312261,496
FGF1,-1.9802532,-5.924079,1806
FGF11,4.5632486,10.254842,1214
FGF12,5.858333,-6.0466037,1807
FGF13,6.314501,-2.7050602,402
FGF14,5.0483894,-7.758959,1808
FGF18,10.699971,-6.958761,1611
FGF19,3.5548656,10.680278,1034
FGF2,-2.0021896,-2.618293,71
FGF20,5.099204,9.580228,222
FGF3,-2.4857605,8.667105,370
FGF4,0.113787346,3.1066134,406
FGF5,-1.7338569,-6.644531,181
FGF9,11.910682,9.741814,683
FGFBP1,-2.082888,12.840411,1809
FGFBP2,2.2937167,7.126943,1585
FGFBP3,8.883881,-2.5315945,389
FGFR1,0.2526696,2.4365017,1535
FGFR1OP2,9.061784,1.108059,1633
FGFR2,3.1625512,12.416089,1486
FGFR3,3.1619925,12.4168005,1486
FGFR4,1.8895097,1.657922,1319
FGFRL1,-4.754722,-2.3755295,202
FGG,3.5212338,10.302718,136
FGGY,0.0009195017,-3.760699,1281
FGL1,2.6569004,5.1592364,1810
FGL2,11.204171,5.479606,233
FGR,10.287786,9.875672,586
FH,8.544968,-5.1277514,1811
FHDC1,-2.5119429,6.514208,1070
FHIP1A,-3.6743684,10.854654,609
FHIP2A,0.62651455,-1.2628759,1192
FHIP2B,1.6906267,2.374064,675
FHIT,11.29772,-2.9046574,658
FHL1,1.5744108,-8.930784,1812
FHL2,-0.8689003,-3.7622478,81
FHL3,-3.2671034,-4.5238614,487
FHOD1,3.4296145,1.7347755,32
FHOD3,-2.0731523,-4.562977,1098
FIBCD1,-5.4598236,5.332665,935
FIBIN,-1.280676,-0.12952523,119
FIBP,1.3563287,-0.43582696,4
FIG4,10.23621,6.8377237,1813
FIGN,-2.6372118,-2.0979729,886
FIGNL1,10.062236,0.95161825,1814
FILIP1,12.329718,7.1262136,1146
FILIP1L,0.28734985,-4.6835685,1546
FIP1L1,8.28525,3.413335,360
FIRRM,11.704988,2.7667644,1147
FIS1,10.21939,2.4828668,870
FITM1,9.27757,6.1978164,591
FITM2,-1.793139,-5.048932,731
FJX1,-0.6009445,-4.1897454,1815
FKBP10,-3.1652236,3.7928038,1000
FKBP11,6.178599,-5.309929,1191
FKBP14,3.423468,-5.5901375,1700
FKBP15,1.9678278,3.5889742,523
FKBP1B,5.6597767,-8.100658,1005
FKBP2,-0.51102614,-1.0499525,796
FKBP3,5.40682,-4.1052685,1532
FKBP4,7.742899,14.048935,1361
FKBP5,5.826788,9.064461,1816
FKBP7,7.6585693,-5.294369,660
FKBP8,2.9135325,1.4751726,946
FKBP9,-1.283161,-2.4528804,557
FKBPL,5.111683,6.538103,1817
FKRP,5.184434,-5.0983524,21
FKTN,3.2437344,-9.3334875,152
FLAD1,15.421583,1.0853679,830
FLCN,4.38212,-6.3787284,50
FLG,-2.2405984,5.6671495,1503
FLI1,12.067247,-1.4115738,51
FLII,5.385699,7.9232526,1818
FLNA,-5.7264752,-4.952825,504
FLNB,-3.87432,3.0264564,1819
FLNC,-5.583591,2.2288868,881
FLOT1,-5.4392,2.877764,924
FLOT2,2.4185026,4.9154763,939
FLRT1,7.3921776,10.015702,155
FLRT2,-2.6318302,5.4619884,1507
FLRT3,0.30279505,-0.8075891,882
FLT1,6.1943164,3.0947878,541
FLT3,12.7565155,-1.693602,1820
FLT3LG,5.0367537,1.3599656,396
FLT4,5.7518477,4.4027095,192
FLVCR1,9.169266,8.72737,212
FLVCR2,1.092678,4.0768046,271
FLYWCH1,4.358438,-6.3496704,50
FLYWCH2,3.9636538,5.010407,1821
FMC1,12.217686,-2.6309726,1069
FMN1,-4.663039,0.28690293,542
FMN2,1.542515,-7.3473973,358
FMNL1,12.4294405,-4.891053,101
FMNL2,4.1050725,-4.680489,1360
FMNL3,6.0564504,1.2423968,498
FMO1,6.213329,9.703384,538
FMO3,2.7230802,1.4799196,877
FMO4,-6.0106497,6.2844167,725
FMO5,4.762238,6.704508,308
FMOD,4.767787,6.7048163,308
FMR1,6.8199906,4.4683375,758
FMR1NB,2.6555479,8.075058,1398
FN1,-1.7379987,-6.6742277,181
FN3K,-1.9166183,-0.55994916,891
FNBP1,3.698767,8.758367,1822
FNBP1L,1.2632363,2.3093283,1020
FNBP4,12.49093,13.0664425,475
FNDC1,-0.8058114,10.960901,1823
FNDC10,0.7168162,7.4062862,115
FNDC3A,-0.3723735,4.2203326,1790
FNDC3B,-2.5457056,-3.3182418,1824
FNDC4,-2.4785626,-6.2704425,1825
FNDC5,12.680635,-2.310608,1179
FNDC7,2.8415787,4.3592753,564
FNIP1,-0.6462597,6.996234,847
FNIP2,4.3153715,-3.9277403,1032
FNTA,10.94529,8.957024,452
FNTB,4.445189,-2.4808228,1826
FOCAD,5.7243767,2.5070515,1573
FOLH1,9.357019,7.4415197,1165
FOLR1,-2.6318834,9.970192,1511
FOS,-3.7821174,5.159356,1686
FOSB,-3.7862802,5.160507,1686
FOSL1,-5.099579,-2.9917896,1185
FOSL2,-0.87309206,-3.7523499,81
FOXA1,0.6877878,14.6517515,57
FOXA2,2.3550746,11.26155,1827
FOXA3,3.7905123,14.079325,7
FOXC1,-5.064665,-2.1362906,793
FOXC2,-3.9168558,-0.93081564,1266
FOXD3,5.163106,0.25036284,1440
FOXE1,1.7803849,10.150095,1277
FOXF1,-1.871272,5.146641,1828
FOXF2,-1.3359977,-4.761035,760
